;IDENT;LCOMM;NDEPT
64467;21740228800013;ST BLAISE;74
64468;21740229600016;ST CERGUES;74
64469;21740231200011;ST EUSEBE;74
64470;21740232000014;ST EUSTACHE;74
64471;21740233800016;SAINT-FELIX;74
64472;21740234600019;ST FERREOL;74
64475;21740235300015;ST GERMAIN SUR RHONE;74
64477;21740236100018;SAINT-GERVAIS-LES-BAINS;74
64482;21740237900010;ST GINGOLPH;74
64485;21740238700013;ST JEAN D AULPS;74
64490;21740239500016;ST JEAN DE SIXT;74
64493;21740240300018;ST JEAN DE THOLOME;74
64495;21740241100011;ST JEOIRE;74
64497;21740242900013;ST JORIOZ;74
64500;21740243700016;ST JULIEN EN GENEVOIS;74
64503;21740244500019;ST LAURENT;74
64504;21740249400017;ST PAUL EN CHABLAIS;74
64506;21740250200017;ST PIERRE EN FAUCIGNY;74
64507;21740252800012;ST SIGISMOND;74
64508;21740253600015;ST SIXT;74
64509;21740254400019;ST SYLVESTRE;74
64511;21740255100014;SALES;74
64513;21740256900016;SALLANCHES;74
64516;21740257700019;SALLENOVES;74
64517;21740258500012;SAMOENS;74
64521;21740259300016;LE SAPPEY;74
64522;21740260100017;SAVIGNY;74
64523;21740261900019;SAXEL;74
64524;21740262700046;SCIENTRIER;74
64525;21740263500015;SCIEZ;74
64528;21740264300019;SCIONZIER;74
64530;21740265000014;SERRAVAL;74
64533;21740266800016;SERVOZ;74
64534;21740267600019;SEVRIER;74
64537;21740269200016;SEYSSEL;74
64539;21740271800019;SEYTROUX;74
64544;21740272600012;SILLINGY;74
64545;21740273400016;SIXT FER A CHEVAL;74
64548;21740276700016;TANINGES;74
64552;21740278300013;THYEZ;74
64556;21740279100016;THOLLON LES MEMISES;74
64559;21740280900016;THONES;74
64562;21740281700019;THONON-LES-BAINS;74
64567;21740283300016;THUSY;74
64568;21740284100019;TOUR (LA );74
64569;21740285800013;USINENS;74
64572;21740286600016;VACHERESSE;74
64577;21740287400010;VAILLY;74
64579;21740288200013;VALLEIRY;74
64580;21740290800016;VALLORCINE;74
64583;21740291600019;VANZY;74
64585;21740292400013;VAULX;74
64586;21740293200016;VEIGY FONCENEX;74
64589;21740294000019;VERCHAIX;74
64590;21740295700013;LA VERNAZ;74
64592;21740296500016;VERS;74
64593;21740297300010;VERSONNEX;74
64594;21740298100013;VETRAZ MONTHOUX;74
64597;21740299900015;VEYRIER DU LAC;74
64599;21740301300014;VILLARD;74
64600;21740302100017;LES VILLARDS SUR THONES;74
64601;21740303900019;VILLAZ;74
64602;21740304700012;VILLE EN SALLAZ;74
64603;21740305400018;VILLE-LA-GRAND;74
64605;21740306200011;VILLY LE BOUVERET;74
64606;21740307000014;VILLY LE PELLOUX;74
64607;21740308800016;VINZIER;74
64609;21740309600019;VIRY;74
64610;21740310400011;VIUZ-LA-CHIESAZ;74
64613;21740311200014;VIUZ EN SALLAZ;74
64614;21740312000017;VOUGY;74
64615;21740313800019;VOVRAY EN BORNES;74
64616;21740314600012;VULBENS;74
64617;21740315300018;YVOIRE;74
64642;21760001400013;ALLOUVILLE BELLEFOSSE;76
64643;21760002200016;ALVIMARE;76
64644;21760004800011;AMBRUMESNIL;76
64645;21760005500016;AMFREVILLE LA MI VOIE;76
64646;21760006300010;AMFREVILLE LES CHAMPS;76
64647;21760007100013;ANCEAUMEVILLE;76
64648;21760008900015;ANCOURT;76
64649;21760009700018;ANCOURTEVILLE SUR HERICOURT;76
64650;21760010500019;ANCRETIEVILLE ST VICTOR;76
64651;21760011300013;ANCRETTEVILLE SUR MER;76
64652;21760012100016;ANGERVILLE BAILLEUL;76
64653;21760013900018;ANGERVILLE LA MARTEL;76
64654;21760014700011;ANGERVILLE L ORCHER;76
64655;21760015400017;ANGIENS;76
64656;21760016200010;ANGLESQUEVILLE LA BRAS LONG;76
64657;21760017000013;ANGLESQUEVILLE L ESNEVAL;76
64658;21760018800056;VAL DE SAANE;76
64659;21760019600018;ANNEVILLE SUR SCIE;76
64660;21760020400010;ANNEVILLE AMBOURVILLE;76
64663;21760021200013;ANNOUVILLE VILMESNIL;76
64664;21760022000016;ANQUETIERVILLE;76
64665;21760023800018;ANVEVILLE;76
64666;21760024600011;ARDOUVAL;76
64667;21760025300017;ARGUEIL;76
64668;21760026100010;ARQUES LA BATAILLE;76
64669;21760028700015;AUBEGUIMONT;76
64670;21760029500018;AUBERMESNIL AUX ERABLES;76
64671;21760030300010;AUBERMESNIL BEAUMAIS;76
64672;21760032900015;AUBERVILLE LA MANUEL;76
64673;21760033700018;AUBERVILLE LA RENAULT;76
64674;21760035200017;AUMALE;76
64678;21760036000010;AUPPEGARD;76
64679;21760038600015;AUTHIEUX RATIEVILLE;76
64680;21760039400019;LES AUTHIEUX SUR LE PORT ST OUEN;76
64681;21760040200010;AUTIGNY;76
64683;21760042800015;AUVILLIERS;76
64684;21760043600018;AUZEBOSC;76
64685;21760045100017;AUZOUVILLE L ESNEVAL;76
64687;21760046900019;AUZOUVILLE SUR RY;76
64688;21760047700012;AUZOUVILLE-SUR-SAANE;76
64689;21760048500015;AVESNES EN BRAY;76
64690;21760049300019;AVESNES EN VAL;76
64691;21760050100019;AVREMESNIL;76
64692;21760051900011;BACQUEVILLE EN CAUX;76
64693;21760052700014;BAILLEUL-NEUVILLE;76
64694;21760053500017;BAILLOLET;76
64695;21760054300052;BAILLY EN RIVIERE;76
64696;21760055000016;BAONS-LE-COMTE;76
64697;21760056800018;BARDOUVILLE;76
64699;21760057600011;BARENTIN;76
64700;21760058400015;BAROMESNIL;76
64701;21760059200018;BAZINVAL;76
64702;21760060000019;BEAUBEC LA ROSIERE;76
64703;21760062600014;BEAUMONT LE HARENG;76
64704;21760063400018;BEAUVAL EN CAUX;76
64705;21760064200011;BEAUREPAIRE;76
64706;21760065900015;BEAUSSAULT;76
64707;21760066700018;BEAUTOT;76
64709;21760067500011;BEAUVOIR EN LYONS;76
64710;21760068300015;BEC DE MORTAGNE;76
64711;21760069100018;BELBEUF;76
64713;21760070900018;BELLENCOMBRE;76
64714;21760071700011;BELLENGREVILLE;76
64715;21760072500014;BELLEVILLE EN CAUX;76
64716;21760074100011;LA BELLIERE;76
64717;21760075800015;BELMESNIL;76
64718;21760076600018;BENARVILLE;76
64719;21760077400012;BENESVILLE;76
64720;21760079000018;BENOUVILLE;76
64721;21760082400015;BERNIERES;76
64722;21760083200018;BERTHEAUVILLE;76
64723;21760084000011;BERTREVILLE;76
64724;21760085700015;BERTREVILLE ST OUEN;76
64725;21760086500018;BERTRIMONT;76
64726;21760087300012;BERVILLE EN CAUX;76
64728;21760088100015;BERVILLE SUR SEINE;76
64730;21760090700018;BEUZEVILLE LA GRENIER;76
64731;21760091500011;BEUZEVILLE LA GUERARD;76
64732;21760092300015;BEUZEVILLETTE;76
64733;21760093100018;BEZANCOURT;76
64734;21760094900010;BIERVILLE;76
64735;21760095600015;BIHOREL;76
64736;21760096400019;BIVILLE LA BAIGNARDE;76
64737;21760097200012;BIVILLE LA RIVIERE;76
64738;21760099800017;BLACQUEVILLE;76
64739;21760100400013;BLAINVILLE CREVON;76
64740;21760101200016;BLANGY SUR BRESLE;76
64743;21760103800011;BONSECOURS;76
64744;21760104600014;BLOSSEVILLE;76
64745;21760105300010;LE BOCASSE;76
64746;21760106100013;BOIS D ENNEBOURG;76
64747;21760107900015;BOIS GUILBERT;76
64748;21760108700018;BOIS-GUILLAUME;76
64749;21760109500011;BOIS HEROULT;76
64751;21760110300013;BOIS-HIMONT;76
64752;21760111100016;BOIS L EVEQUE;76
64753;21760112900018;LE BOIS ROBERT;76
64754;21760113700011;BOISSAY;76
64755;21760114500014;BOLBEC;76
64758;21760115200010;BOLLEVILLE;76
64759;21760116000013;BOOS;76
64760;21760117800015;BORDEAUX ST CLAIR;76
64761;21760118600018;BORNAMBUSC;76
64762;21760119400012;BOSC BERENGER;76
64763;21760120200013;BOSC-BORDEL;76
64764;21760121000016;BOSC EDELINE;76
64765;21760122800018;CALLENGEVILLE;76
64767;21760123600011;BOSC GUERARD ST ADRIEN;76
64769;21760124400015;BOSC HYONS;76
64770;21760125100010;BOSC LE HARD;76
64773;21760126900012;BOSC MESNIL;76
64774;21760128500018;BOSVILLE;76
64775;21760129300012;BOUDEVILLE;76
64776;21760130100013;BOUELLES;76
64777;21760131900015;LA BOUILLE;76
64778;21760132700018;BOURDAINVILLE;76
64779;21760133500011;LE BOURG DUN;76
64780;21760134300015;BOURVILLE;76
64781;21760135000010;BOUVILLE;76
64782;21760136800012;BRACHY;76
64783;21760138400019;BRACQUETUIT;76
64784;21760139200012;BRADIANCOURT;76
64785;21760140000013;BRAMETOT;76
64786;21760141800031;BREAUTE;76
64787;21760142600018;BREMONTIER MERVAL;76
64788;21760143400012;BRETTEVILLE DU GRAND CAUX;76
64790;21760144200015;BRETTEVILLE ST LAURENT;76
64791;21760147500015;BULLY;76
64792;21760148300019;BURES EN BRAY;76
64794;21760149100012;BUTOT;76
64795;21760151700014;CAILLEVILLE;76
64796;21760152500017;CAILLY;76
64797;21760153300011;CALLEVILLE LES DEUX EGLISES;76
64798;21760154100014;CAMPNEUSEVILLE;76
64799;21760155800018;CANEHAN;76
64800;21760156600011;CANOUVILLE;76
64802;21760157400163;CANTELEU;76
64804;21760158200018;CANVILLE-LES-DEUX-EGLISES;76
64805;21760159000011;CANY BARVILLE;76
64807;21760160800011;CARVILLE LA FOLLETIERE;76
64808;21760161600014;CARVILLE POT DE FER;76
64809;21760162400018;LE CATELIER;76
64810;21760163200011;CATENAY;76
64812;21760165700018;CAUDEBEC LES ELBEUF;76
64814;21760166500011;LE CAULE STE BEUVE;76
64816;21760167300015;CAUVILLE SUR MER;76
64817;21760168100018;LES CENT ACRES;76
64818;21760169900010;LA CERLANGUE;76
64819;21760170700011;CHAPELLE-DU-BOURGAY (LA );76
64820;21760171500014;LA CHAPELLE ST OUEN;76
64821;21760172300018;LA CHAPELLE SUR DUN;76
64822;21760173100011;LA CHAUSSEE;76
64823;21760174900013;CIDEVILLE;76
64824;21760175600018;CLAIS;76
64825;21760176400012;CLASVILLE;76
64826;21760177200015;CLAVILLE MOTTEVILLE;76
64827;21760178000018;CLEON;76
64828;21760179800010;CLERES;76
64830;21760180600011;CLEUVILLE;76
64831;21760181400015;CLEVILLE;76
64832;21760182200018;CLIPONVILLE;76
64833;21760183000011;COLLEVILLE;76
64835;21760184800013;COLMESNIL MANNEVILLE;76
64836;21760185500018;COMPAINVILLE;76
64837;21760186300012;CONTEVILLE;76
64838;21760187100015;CONTREMOULINS;76
64839;21760188900017;COTTEVRARD;76
64841;21760189700010;CRASVILLE LA MALLET;76
64842;21760190500011;CRASVILLE LA ROCQUEFORT;76
64843;21760192100018;CRIEL SUR MER;76
64846;21760193900010;LA CRIQUE;76
64847;21760194700013;CRIQUEBEUF EN CAUX;76
64848;21760195400019;CRIQUETOT LE MAUCONDUIT;76
64849;21760196200012;CRIQUETOT L ESNEVAL;76
64850;21760197000015;CRIQUETOT SUR LONGUEVILLE;76
64851;21760198800017;CRIQUETOT-SUR-OUVILLE;76
64853;21760199600010;CRIQUIERS;76
64854;21760200200016;CRITOT;76
64855;21760201000019;CROISY SUR ANDELLE;76
64856;21760202800011;CROIXDALLE;76
64859;21760203600014;CROIX MARE;76
64861;21760204400018;CROPUS;76
64862;21760205100013;CROSVILLE-SUR-SCIE;76
64863;21760206900015;CUVERVILLE;76
64864;21760207700018;CUVERVILLE-SUR-YERES;76
64865;21760208500011;CUY ST FIACRE;76
64866;21760209300015;DAMPIERRE EN BRAY;76
64867;21760210100016;DAMPIERRE-SAINT-NICOLAS;76
64868;21760211900018;DANCOURT;76
64869;21760212700011;DARNETAL;76
64871;21760213500014;DAUBEUF SERVILLE;76
64872;21760214300018;DENESTANVILLE;76
64873;21760216800015;DEVILLE LES ROUEN;76
64875;21760217600018;DIEPPE;76
64878;21760218400012;DOUDEAUVILLE;76
64879;21760219200015;DOUDEVILLE;76
64882;21760220000016;DOUVREND;76
64883;21760221800018;DROSAY;76
64884;21760222600011;DUCLAIR;76
64886;21760223400015;ECALLES-ALIX;76
64887;21760224200018;ECRAINVILLE;76
64888;21760225900012;ECRETTEVILLE LES BAONS;76
64890;21760226700015;ECRETTEVILLE SUR MER;76
64891;21760227500018;ECTOT-L'AUBER;76
64892;21760228300012;ECTOT LES BAONS;76
64893;21760229100015;ELBEUF EN BRAY;76
64895;21760230900015;ELBEUF SUR ANDELLE;76
64896;21760231700018;ELBEUF;76
64899;21760232500011;ELETOT;76
64902;21760233300015;ELLECOURT;76
64903;21760234100018;EMANVILLE;76
64904;21760235800012;ENVERMEU;76
64908;21760236600015;ENVRONVILLE;76
64909;21760237400019;EPINAY SUR DUCLAIR;76
64910;21760238200012;EPOUVILLE;76
64911;21760239000015;EPRETOT;76
64912;21760240800015;EPREVILLE;76
64913;21760241600018;ERMENOUVILLE;76
64914;21760242400012;ERNEMONT-LA-VILLETTE;76
64915;21760243200015;ERNEMONT SUR BUCHY;76
64916;21760244000018;ESCLAVELLES;76
64917;21760245700012;ESLETTES;76
64918;21760247300019;ESTEVILLE;76
64919;21760249900014;ETAIMPUIS;76
64920;21760250700014;ETAINHUS;76
64921;21760251500017;ETALLEVILLE;76
64922;21760252300011;ETALONDES;76
64923;21760253100014;ETOUTTEVILLE;76
64924;21760254900016;ETRETAT;76
64927;21760255600011;EU;76
64931;21760257200018;FALLENCOURT;76
64932;21760259800013;FECAMP;76
64933;21760260600014;FERRIERES EN BRAY;76
64934;21760261400018;LA FERTE ST SAMSON;76
64935;21760262200011;FESQUES;76
64936;21760263000014;LA FEUILLIE;76
64937;21760264800016;FLAMANVILLE;76
64938;21760265500011;FLAMETS FRETILS;76
64939;21760266300015;FLOCQUES;76
64941;21760268900010;FONGUEUSEMARE;76
64942;21760269700013;FONTAINE-EN-BRAY;76
64943;21760270500014;FONTAINE-LA-MALLET;76
64944;21760271300018;FONTAINE LE BOURG;76
64945;21760272100011;FONTAINE-LE-DUN;76
64946;21760273900013;FONTAINE SOUS PREAUX;76
64947;21760274700016;FONTELAYE (LA );76
64948;21760275400012;FONTENAY;76
64950;21760278800010;FOUCARMONT;76
64953;21760279600013;FOUCART;76
64954;21760280400015;FREAUVILLE;76
64955;21760281200018;LA FRENAYE;76
64957;21760282000011;FRENEUSE;76
64959;21760283800013;FRESLES;76
64960;21760284600016;FRESNAY LE LONG;76
64961;21760285300012;FRESNE LE PLAN;76
64962;21760286100015;FRESNOY FOLNY;76
64965;21760287900017;FRESQUIENNES;76
64966;21760288700010;FREULLEVILLE;76
64967;21760290300015;FRICHEMESNIL;76
64968;21760291100018;FROBERVILLE;76
64969;21760292900010;FRY;76
64970;21760293700013;FULTOT;76
64971;21760294500016;LA GAILLARDE;76
64972;21760295200012;GAILLEFONTAINE;76
64975;21760296000015;GAINNEVILLE;76
64976;21760297800017;GANCOURT ST ETIENNE;76
64977;21760298600010;GANZEVILLE;76
64978;21760299400014;GERPONVILLE;76
64979;21760300000019;GERVILLE;76
64981;21760302600014;GODERVILLE;76
64982;21760303400018;GOMMERVILLE;76
64983;21760304200011;GONFREVILLE CAILLOT;76
64984;21760305900015;GONFREVILLE L ORCHER;76
64986;21760306700018;GONNETOT;76
64987;21760307500011;GONNEVILLE LA MALLET;76
64988;21760308300015;GONNEVILLE SUR SCIE;76
64989;21760309100018;GONZEVILLE;76
64990;21760311700011;GOUPILLIERES;76
64991;21760312500014;GOURNAY EN BRAY;76
64992;21760313300018;GOUY;76
64993;21760314100011;GRAIMBOUVILLE;76
64994;21760315800015;GRAINVILLE-LA-TEINTURIERE;76
64997;21760316600018;GRAINVILLE SUR RY;76
64998;21760317400012;GRAINVILLE YMAUVILLE;76
64999;21760318200015;GRAND CAMP;76
65000;21760319000018;GRAND COURONNE;76
65002;21760320800018;GRANDCOURT;76
65003;21760321600011;LES GRANDES VENTES;76
65005;21760322400015;LE GRAND QUEVILLY;76
65007;21760323200018;GRAVAL;76
65008;21760324000011;GREGES;76
65010;21760325700015;GREMONVILLE;76
65011;21760327300012;GREUVILLE;76
65012;21760328100015;GRIGNEUSEVILLE;76
65013;21760329900017;GRUCHET LE VALASSE;76
65014;21760330700018;GRUCHET ST SIMEON;76
65015;21760331500011;GRUGNY;76
65016;21760332300015;GRUMESNIL;76
65017;21760333100018;GUERVILLE;76
65019;21760334900010;GUEURES;76
65020;21760335600015;GUEUTTEVILLE;76
65021;21760336400019;GUEUTTEVILLE LES GRES;76
65022;21760338000015;LA HALLOTIERE;76
65023;21760339800017;HANOUARD (LE );76
65024;21760340600018;HARCANVILLE;76
65025;21760341400012;HARFLEUR;76
65026;21760342200015;HATTENVILLE;76
65027;21760343000018;HAUCOURT;76
65028;21760344800010;HAUDRICOURT;76
65030;21760345500015;HAUSSEZ;76
65031;21760346300019;HAUTOT L AUVRAY;76
65032;21760347100012;HAUTOT-LE-VATOIS;76
65033;21760348900014;HAUTOT ST SULPICE;76
65034;21760349700017;HAUTOT-SUR-MER;76
65035;21760350500017;HAUTOT SUR MER;76
65036;21760351300011;HAVRE (LE );76
65046;21760352100014;LA HAYE;76
65047;21760353900016;HEBERVILLE;76
65048;21760354700019;HENOUVILLE;76
65050;21760355400015;HERICOURT EN CAUX;76
65051;21760356200018;HERMANVILLE;76
65052;21760357000011;HERMEVILLE;76
65053;21760358800013;LE HERON;76
65054;21760359600016;HERONCHELLES;76
65055;21760360400018;HEUGLEVILLE-SUR-SCIE;76
65056;21760361200011;HEUQUEVILLE;76
65057;21760362000014;HEURTEAUVILLE;76
65058;21760363800016;HODENG AU BOSC;76
65059;21760364600019;HODENG HODENGER;76
65060;21760365300015;HOUDETOT;76
65061;21760366100018;LE HOULME;76
65062;21760367900010;HOUPPEVILLE;76
65063;21760368700013;HOUQUETOT;76
65064;21760369500016;LA HOUSSAYE BERANGER;76
65065;21760370300018;HUGLEVILLE EN CAUX;76
65066;21760371100011;LES IFS;76
65067;21760372900013;ILLOIS;76
65068;21760373700016;IMBLEVILLE;76
65069;21760374500019;INCHEVILLE;76
65073;21760375200015;INGOUVILLE;76
65074;21760377800010;ISNEAUVILLE;76
65075;21760378600013;JUMIEGES;76
65076;21760379400017;LAMBERVILLE;76
65077;21760380200018;LAMMERVILLE;76
65078;21760381000011;LANDES VIEILLES ET NEUVES;76
65079;21760382800013;LANQUETOT;76
65080;21760383600016;LESTANVILLE;76
65081;21760384400184;LILLEBONNE;76
65084;21760385100015;LIMESY;76
65085;21760386900017;LIMPIVILLE;76
65086;21760387700010;LINDEBEUF;76
65087;21760388500013;LINTOT;76
65088;21760389300017;LINTOT LES BOIS;76
65089;21760390100018;LES LOGES;76
65090;21760391900010;LA LONDE;76
65091;21760392700013;LONDINIERES;76
65098;21760393500016;LONGMESNIL;76
65099;21760394300010;LONGROY;76
65100;21760395000015;LONGUEIL;76
65101;21760396800017;LONGUERUE;76
65102;21760397600010;LONGUEVILLE SUR SCIE;76
65103;21760398400014;LOUVETOT;76
65104;21760399200017;LUCY;76
65105;21760400800011;LUNERAY;76
65106;21760402400018;MALAUNAY;76
65107;21760403200011;MALLEVILLE LES GRES;76
65108;21760404000014;MANEGLISE;76
65110;21760405700018;MANEHOUVILLE;76
65111;21760406500011;MANIQUERVILLE;76
65112;21760407300015;MANNEVILLE ES PLAINS;76
65113;21760408100018;MANNEVILLE LA GOUPIL;76
65114;21760409900036;MANNEVILLETTE;76
65115;21760410700011;MAROMME;76
65117;21760411500014;MARQUES;76
65118;21760412300018;MARTAINVILLE EPREVILLE;76
65119;21760413100011;MARTIGNY;76
65120;21760414900013;MARTIN EGLISE;76
65122;21760415600018;MASSY;76
65123;21760416400012;MATHONVILLE;76
65124;21760417200015;MAUCOMBLE;76
65125;21760418000018;MAULEVRIER STE GERTRUDE;76
65126;21760419800010;MAUNY;76
65127;21760420600011;MAUQUENCHY;76
65128;21760421400015;MELAMARE;76
65129;21760422200018;MELLEVILLE;76
65130;21760423000011;MENERVAL;76
65131;21760424800013;MENONVAL;76
65132;21760425500018;MENTHEVILLE;76
65133;21760426300012;MESANGUEVILLE;76
65134;21760427100015;MESNIERES-EN-BRAY;76
65135;21760428900017;LE MESNIL DURDENT;76
65136;21760429700010;LE MESNIL ESNARD;76
65137;21760430500011;MESNIL FOLLEMPRISE;76
65138;21760431300015;MESNIL-LIEUBRAY (LE );76
65139;21760432100018;MESNIL MAUGER;76
65140;21760433900010;MESNIL PANNEVILLE;76
65142;21760434700013;MESNIL RAOUL;76
65143;21760435400019;LE MESNIL REAUME;76
65144;21760436200012;LE MESNIL SOUS JUMIEGES;76
65145;21760437000015;MEULERS;76
65146;21760438800017;MILLEBOSC;76
65147;21760439600010;MIRVILLE;76
65148;21760440400012;MOLAGNIES;76
65150;21760441200015;MONCHAUX-SORENG;76
65152;21760442000018;MONCHY SUR EU;76
65153;21760443800010;MONT CAUVAIRE;76
65155;21760445300019;MONTEROLIER;76
65156;21760446100012;MONTIGNY;76
65158;21760447900014;MONTIVILLIERS;76
65162;21760448700017;MONTMAIN;76
65163;21760449500010;MONTREUIL EN CAUX;76
65164;21760450300011;MONTROTY;76
65165;21760451100014;MONT ST AIGNAN;76
65167;21760452900016;MONTVILLE;76
65170;21760453700019;MORGNY LA POMMERAYE;76
65171;21760454500012;MORTEMER;76
65172;21760455200018;MORVILLE SUR ANDELLE;76
65173;21760456000011;MOTTEVILLE;76
65175;21760457800013;MOULINEAUX;76
65176;21760458600016;MUCHEDENT;76
65177;21760459400010;NESLE-HODENG;76
65178;21760460200011;NESLE NORMANDEUSE;76
65179;21760461000014;NEUFBOSC;76
65180;21760462800016;NEUFCHATEL-EN-BRAY;76
65181;21760463600019;NEUF MARCHE;76
65182;21760464400013;LA NEUVILLE CHANT D OISEL;76
65183;21760465100018;NEUVILLE-FERRIERES;76
65184;21760467700013;NEVILLE;76
65185;21760468500016;NOINTOT;76
65186;21760469300010;NOLLEVAL;76
65187;21760470100011;NORMANVILLE;76
65188;21760471900013;NORVILLE;76
65189;21760472700016;NOTRE-DAME-D'ALIERMONT;76
65190;21760473500019;NOTRE DAME DE BLIQUETUIT;76
65191;21760474300013;NOTRE DAME DE BONDEVILLE;76
65192;21760475000083;FRANQUEVILLE ST PIERRE;76
65193;21760477600013;NOTRE DAME DU BEC;76
65194;21760478400017;NOTRE DAME DU PARC;76
65195;21760479200010;NULLEMONT;76
65196;21760480000011;OCQUEVILLE;76
65197;21760481800013;OCTEVILLE SUR MER;76
65199;21760482600016;OFFRANVILLE;76
65203;21760483400010;OHERVILLE;76
65204;21760484200013;OISSEL;76
65205;21760485900017;OMONVILLE;76
65206;21760486700010;ORIVAL;76
65207;21760487500013;OSMOY-SAINT-VALERY;76
65208;21760488300017;OUAINVILLE;76
65209;21760489100010;OUDALLE;76
